filename,basename,toolid,toolmode,parser_version,runid,start,duration,exit_code,findings,infos,errors,fails
smartbugs-dataset/short_addresses/short_address_example.sol,short_address_example.sol,confuzzius,solidity,2022/12/31,20241216_2031,1734381383.5794547,2023.4724481105804,,{},{},{},{DOCKER_TIMEOUT}
smartbugs-dataset/short_addresses/short_address_example.sol,short_address_example.sol,conkas,solidity,2022/11/11,20241216_2031,1734381121.3223603,67.76247525215149,0,{},{},{},{}
smartbugs-dataset/short_addresses/short_address_example.sol,short_address_example.sol,honeybadger,solidity,2023/02/27,20241216_2031,1734381242.1699944,30.797258853912354,0,{},{},{},{}
smartbugs-dataset/short_addresses/short_address_example.sol,short_address_example.sol,maian,solidity,2022/11/11,20241216_2031,1734381169.326855,562.9183809757233,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused}",{analysis incomplete},{Transaction HexBytes('0xf4fdbc4e0e152efcf93effa2277f192134dd2e90},{}
smartbugs-dataset/short_addresses/short_address_example.sol,short_address_example.sol,manticore-0.3.7,solidity,2022/11/17,20241216_2031,1734381565.509376,164.2922523021698,0,{},{},{},"{exception (manticore.core.state.Concretize),exception (manticore.exceptions.ManticoreError: Forking on unfeasible constraint set)}"
smartbugs-dataset/short_addresses/short_address_example.sol,short_address_example.sol,mythril-0.24.7,solidity,2024/03/24,20241216_2031,1734381349.7423818,215.7658658027649,1,{Exception_State_SWC_110},{},{},{}
smartbugs-dataset/short_addresses/short_address_example.sol,short_address_example.sol,osiris,solidity,2023/02/27,20241216_2031,1734381212.9522307,63.67028212547302,0,{Overflow_bugs},{},{},{}
smartbugs-dataset/short_addresses/short_address_example.sol,short_address_example.sol,oyente,solidity,2023/02/27,20241216_2031,1734381729.805541,21.706269025802612,0,{Integer_Overflow},{},{},{}
smartbugs-dataset/short_addresses/short_address_example.sol,short_address_example.sol,securify,solidity,2022/11/17,20241216_2031,1734381272.9682755,76.77318072319031,0,{},{},{},{}
smartbugs-dataset/short_addresses/short_address_example.sol,short_address_example.sol,semgrep,solidity,2023/08/21,20241216_2031,1734381121.3576562,91.59358811378479,0,{},{},{},{}
smartbugs-dataset/short_addresses/short_address_example.sol,short_address_example.sol,sfuzz,solidity,2023/03/02,20241216_2031,1734381121.3819692,2024.1063179969788,,{},{},{},{DOCKER_TIMEOUT}
smartbugs-dataset/short_addresses/short_address_example.sol,short_address_example.sol,slither-0.10.4,solidity,2024/04/30,20241216_2031,1734381121.357673,47.96816086769104,255,{solc_version},{},{},{}
smartbugs-dataset/short_addresses/short_address_example.sol,short_address_example.sol,smartcheck,solidity,2022/11/14,20241216_2031,1734381276.6234028,106.95493650436401,0,"{SOLIDITY_DEPRECATED_CONSTRUCTIONS,SOLIDITY_PRAGMAS_VERSION,SOLIDITY_TX_ORIGIN,SOLIDITY_VISIBILITY}",{},{},{}
smartbugs-dataset/short_addresses/short_address_example.sol,short_address_example.sol,solhint-3.3.8,solidity,2023/02/12,20241216_2031,1734381189.0858898,53.08330965042114,1,"{avoid_tx_origin,compiler_version,func_visibility,state_visibility}",{},{EXIT_CODE_1},{}
