filename,basename,toolid,toolmode,parser_version,runid,start,duration,exit_code,findings,infos,errors,fails
smartbugs-dataset/time_manipulation/ether_lotto.sol,ether_lotto.sol,mythril-0.24.7,solidity,2024/03/24,20240523_1638,1716482553.880888,27.979690074920654,1,"{Dependence_on_predictable_environment_variable_SWC_116,Exception_State_SWC_110,Multiple_Calls_in_a_Single_Transaction_SWC_113,Transaction_Order_Dependence_SWC_114}",{},{},{}
smartbugs-dataset/time_manipulation/governmental_survey.sol,governmental_survey.sol,mythril-0.24.7,solidity,2024/03/24,20240523_1638,1716482289.7285702,250.10527777671814,1,"{External_Call_To_User_Supplied_Address_SWC_107,requirement_violation_SWC_123}",{},{},{}
smartbugs-dataset/time_manipulation/lottopollo.sol,lottopollo.sol,mythril-0.24.7,solidity,2024/03/24,20240523_1638,1716482287.990568,8.115960121154785,1,{Dependence_on_predictable_environment_variable_SWC_116},{},{},{}
smartbugs-dataset/time_manipulation/roulette.sol,roulette.sol,mythril-0.24.7,solidity,2024/03/24,20240523_1638,1716482296.994716,483.9423990249634,1,"{Dependence_on_predictable_environment_variable_SWC_116,Transaction_Order_Dependence_SWC_114,Unprotected_Ether_Withdrawal_SWC_105}",{},{},{}
smartbugs-dataset/time_manipulation/timed_crowdsale.sol,timed_crowdsale.sol,mythril-0.24.7,solidity,2024/03/24,20240523_1638,1716482539.8353841,14.04407286643982,0,{},{},{},{}
smartbugs-dataset/time_manipulation/ether_lotto.sol,ether_lotto.sol,slither,solidity,2022/11/14,20240523_1638,1716482287.0491788,0.940075159072876,7,"{arbitrary_send,deprecated_standards,external_function,incorrect_equality,naming_convention,solc_version,timestamp}",{},{EXIT_CODE_7},{}
smartbugs-dataset/time_manipulation/governmental_survey.sol,governmental_survey.sol,slither,solidity,2022/11/14,20240523_1638,1716482296.107428,0.8861918449401855,13,"{arbitrary_send,constable_states,deprecated_standards,external_function,naming_convention,solc_version,timestamp}",{},{EXIT_CODE_13},{}
smartbugs-dataset/time_manipulation/lottopollo.sol,lottopollo.sol,slither,solidity,2022/11/14,20240523_1638,1716482288.856174,0.8706698417663574,4,"{arbitrary_send,external_function,naming_convention,solc_version}",{},{EXIT_CODE_4},{}
smartbugs-dataset/time_manipulation/roulette.sol,roulette.sol,slither,solidity,2022/11/14,20240523_1638,1716482287.049223,0.9214110374450684,3,"{arbitrary_send,external_function,incorrect_equality}",{},{EXIT_CODE_3},{}
smartbugs-dataset/time_manipulation/timed_crowdsale.sol,timed_crowdsale.sol,slither,solidity,2022/11/14,20240523_1638,1716482287.9717948,0.8828182220458984,2,"{external_function,timestamp}",{},{EXIT_CODE_2},{}
