"filename","basename","toolid","toolmode","parser_version","runid","start","duration","exit_code","findings","infos","errors","fails","source_file","subfolder"
"smartbugs-dataset/access_control/FibonacciBalance.sol","FibonacciBalance.sol","confuzzius","solidity","2022/12/31","20241211_2232",1733974302.78225,1067.01055312157,139,"{}","{}","{}","{DOCKER_SEGV}","results_access-control.csv","access_control"
"smartbugs-dataset/access_control/arbitrary_location_write_simple.sol","arbitrary_location_write_simple.sol","confuzzius","solidity","2022/12/31","20241211_2232",1733972244.67486,1998.77803039551,0,"{Arbitrary_Memory_Access}","{}","{}","{}","results_access-control.csv","access_control"
"smartbugs-dataset/access_control/incorrect_constructor_name1.sol","incorrect_constructor_name1.sol","confuzzius","solidity","2022/12/31","20241211_2232",1733963415.45847,2001.71461462975,0,"{Leaking_Ether,Transaction_Order_Dependency}","{}","{}","{}","results_access-control.csv","access_control"
"smartbugs-dataset/access_control/incorrect_constructor_name2.sol","incorrect_constructor_name2.sol","confuzzius","solidity","2022/12/31","20241211_2232",1733975496.05527,2012.17070913315,NA,"{Leaking_Ether,Transaction_Order_Dependency}","{}","{}","{DOCKER_TIMEOUT}","results_access-control.csv","access_control"
"smartbugs-dataset/access_control/incorrect_constructor_name3.sol","incorrect_constructor_name3.sol","confuzzius","solidity","2022/12/31","20241211_2232",1733969913.99879,2010.6552028656,0,"{Leaking_Ether,Transaction_Order_Dependency}","{}","{}","{}","results_access-control.csv","access_control"
"smartbugs-dataset/access_control/mapping_write.sol","mapping_write.sol","confuzzius","solidity","2022/12/31","20241211_2232",1733958905.60233,2046.29552531242,NA,"{}","{}","{}","{DOCKER_TIMEOUT}","results_access-control.csv","access_control"
"smartbugs-dataset/access_control/multiowned_vulnerable.sol","multiowned_vulnerable.sol","confuzzius","solidity","2022/12/31","20241211_2232",1733967927.15597,1996.36537694931,0,"{Leaking_Ether,Transaction_Order_Dependency}","{}","{}","{}","results_access-control.csv","access_control"
"smartbugs-dataset/access_control/mycontract.sol","mycontract.sol","confuzzius","solidity","2022/12/31","20241211_2232",1733961018.81393,2011.23306274414,0,"{}","{}","{}","{}","results_access-control.csv","access_control"
"smartbugs-dataset/access_control/parity_wallet_bug_1.sol","parity_wallet_bug_1.sol","confuzzius","solidity","2022/12/31","20241211_2232",1733967842.09017,9.14868235588074,255,"{}","{}","{EXIT_CODE_255,No compiler output for: /sb/parity_wallet_bug_1.sol}","{}","results_access-control.csv","access_control"
"smartbugs-dataset/access_control/parity_wallet_bug_2.sol","parity_wallet_bug_2.sol","confuzzius","solidity","2022/12/31","20241211_2232",1733967521.91421,2025.5725479126,0,"{Assertion_Failure,Block_Dependency,Integer_Overflow,Reentrancy,Transaction_Order_Dependency,Unprotected_Selfdestruct}","{}","{}","{}","results_access-control.csv","access_control"
"smartbugs-dataset/access_control/phishable.sol","phishable.sol","confuzzius","solidity","2022/12/31","20241211_2232",1733967345.11356,2044.82730221748,NA,"{}","{}","{}","{DOCKER_TIMEOUT}","results_access-control.csv","access_control"
"smartbugs-dataset/access_control/proxy.sol","proxy.sol","confuzzius","solidity","2022/12/31","20241211_2232",1733956380.77337,2064.32047629356,NA,"{Unsafe_Delegatecall}","{}","{}","{DOCKER_TIMEOUT}","results_access-control.csv","access_control"
"smartbugs-dataset/access_control/rubixi.sol","rubixi.sol","confuzzius","solidity","2022/12/31","20241211_2232",1733973705.58253,2001.11883592606,0,"{Assertion_Failure,Integer_Overflow}","{}","{Validation error: Sender account balance cannot afford txn (ignoring for now)}","{}","results_access-control.csv","access_control"
"smartbugs-dataset/access_control/simple_suicide.sol","simple_suicide.sol","confuzzius","solidity","2022/12/31","20241211_2232",1733964163.70501,2171.845484972,NA,"{Unprotected_Selfdestruct}","{}","{}","{DOCKER_TIMEOUT}","results_access-control.csv","access_control"
"smartbugs-dataset/access_control/unprotected0.sol","unprotected0.sol","confuzzius","solidity","2022/12/31","20241211_2232",1733971067.74591,2001.42330265045,0,"{}","{}","{}","{}","results_access-control.csv","access_control"
"smartbugs-dataset/access_control/wallet_02_refund_nosub.sol","wallet_02_refund_nosub.sol","confuzzius","solidity","2022/12/31","20241211_2232",1733960812.47289,2017.31249308586,NA,"{Assertion_Failure,Transaction_Order_Dependency}","{}","{}","{DOCKER_TIMEOUT}","results_access-control.csv","access_control"
"smartbugs-dataset/access_control/wallet_03_wrong_constructor.sol","wallet_03_wrong_constructor.sol","confuzzius","solidity","2022/12/31","20241211_2232",1733976141.78575,2000.09082388878,0,"{Assertion_Failure,Leaking_Ether,Transaction_Order_Dependency}","{}","{}","{}","results_access-control.csv","access_control"
"smartbugs-dataset/access_control/wallet_04_confused_sign.sol","wallet_04_confused_sign.sol","confuzzius","solidity","2022/12/31","20241211_2232",1733982263.77719,2016.10359025002,NA,"{Assertion_Failure,Integer_Overflow,Leaking_Ether,Transaction_Order_Dependency}","{}","{}","{DOCKER_TIMEOUT}","results_access-control.csv","access_control"
"smartbugs-dataset/access_control/FibonacciBalance.sol","FibonacciBalance.sol","conkas","solidity","2022/11/11","20241211_2232",1733961466.25545,35.5114028453827,0,"{Integer_Overflow,Integer_Underflow,Reentrancy,Transaction_Ordering_Dependence}","{}","{}","{}","results_access-control.csv","access_control"
"smartbugs-dataset/access_control/arbitrary_location_write_simple.sol","arbitrary_location_write_simple.sol","conkas","solidity","2022/11/11","20241211_2232",1733969446.62779,53.369419336319,0,"{Integer_Overflow}","{}","{}","{}","results_access-control.csv","access_control"
"smartbugs-dataset/access_control/incorrect_constructor_name1.sol","incorrect_constructor_name1.sol","conkas","solidity","2022/11/11","20241211_2232",1733956477.91869,46.1208453178406,0,"{Reentrancy}","{}","{}","{}","results_access-control.csv","access_control"
"smartbugs-dataset/access_control/incorrect_constructor_name2.sol","incorrect_constructor_name2.sol","conkas","solidity","2022/11/11","20241211_2232",1733961431.95776,11.4077503681183,0,"{Reentrancy}","{}","{}","{}","results_access-control.csv","access_control"
"smartbugs-dataset/access_control/incorrect_constructor_name3.sol","incorrect_constructor_name3.sol","conkas","solidity","2022/11/11","20241211_2232",1733958346.54512,18.7552075386047,0,"{Reentrancy}","{}","{}","{}","results_access-control.csv","access_control"
"smartbugs-dataset/access_control/mapping_write.sol","mapping_write.sol","conkas","solidity","2022/11/11","20241211_2232",1733963134.23374,14.0648231506348,0,"{Integer_Overflow,Reentrancy}","{}","{}","{}","results_access-control.csv","access_control"
"smartbugs-dataset/access_control/multiowned_vulnerable.sol","multiowned_vulnerable.sol","conkas","solidity","2022/11/11","20241211_2232",1733961400.66164,15.8344407081604,0,"{Reentrancy}","{}","{}","{}","results_access-control.csv","access_control"
"smartbugs-dataset/access_control/mycontract.sol","mycontract.sol","conkas","solidity","2022/11/11","20241211_2232",1733963056.30093,6.83986067771912,0,"{Reentrancy}","{}","{}","{}","results_access-control.csv","access_control"
"smartbugs-dataset/access_control/parity_wallet_bug_1.sol","parity_wallet_bug_1.sol","conkas","solidity","2022/11/11","20241211_2232",1733962856.3308,8.34726762771606,1,"{}","{}","{EXIT_CODE_1,solcx.exceptions.SolcError: An error occurred during execution}","{exception (solcx.exceptions.SolcError: An error occurred during execution)}","results_access-control.csv","access_control"
"smartbugs-dataset/access_control/parity_wallet_bug_2.sol","parity_wallet_bug_2.sol","conkas","solidity","2022/11/11","20241211_2232",1733959739.25866,24.7758679389954,0,"{}","{}","{}","{exception (RecursionError: maximum recursion depth exceeded)}","results_access-control.csv","access_control"
"smartbugs-dataset/access_control/phishable.sol","phishable.sol","conkas","solidity","2022/11/11","20241211_2232",1733960051.62677,64.1845519542694,0,"{Reentrancy}","{}","{}","{}","results_access-control.csv","access_control"
"smartbugs-dataset/access_control/proxy.sol","proxy.sol","conkas","solidity","2022/11/11","20241211_2232",1733958142.40317,19.5441043376923,0,"{Integer_Overflow}","{}","{}","{}","results_access-control.csv","access_control"
"smartbugs-dataset/access_control/rubixi.sol","rubixi.sol","conkas","solidity","2022/11/11","20241211_2232",1733975876.98146,870.824725389481,0,"{Integer_Overflow,Integer_Underflow,Reentrancy,Transaction_Ordering_Dependence,Unchecked_Low_Level_Call}","{}","{}","{}","results_access-control.csv","access_control"
"smartbugs-dataset/access_control/simple_suicide.sol","simple_suicide.sol","conkas","solidity","2022/11/11","20241211_2232",1733978669.0361,10.7586669921875,0,"{}","{}","{}","{}","results_access-control.csv","access_control"
"smartbugs-dataset/access_control/unprotected0.sol","unprotected0.sol","conkas","solidity","2022/11/11","20241211_2232",1733960709.28624,10.5342807769775,0,"{}","{}","{}","{}","results_access-control.csv","access_control"
"smartbugs-dataset/access_control/wallet_02_refund_nosub.sol","wallet_02_refund_nosub.sol","conkas","solidity","2022/11/11","20241211_2232",1733958053.44397,88.9386057853699,0,"{Reentrancy,Transaction_Ordering_Dependence}","{}","{}","{}","results_access-control.csv","access_control"
"smartbugs-dataset/access_control/wallet_03_wrong_constructor.sol","wallet_03_wrong_constructor.sol","conkas","solidity","2022/11/11","20241211_2232",1733969923.526,15.8008120059967,0,"{Integer_Overflow,Reentrancy}","{}","{}","{}","results_access-control.csv","access_control"
"smartbugs-dataset/access_control/wallet_04_confused_sign.sol","wallet_04_confused_sign.sol","conkas","solidity","2022/11/11","20241211_2232",1733971523.72805,8.42986154556274,0,"{Integer_Overflow,Integer_Underflow,Reentrancy}","{}","{}","{}","results_access-control.csv","access_control"
