Tool,File,Contract,Vulnerability,Severity,SWC-ID,Remediation,Description/More Info,Execution time,Total Time
slither,smartbugs-dataset/arithmetic/integer_overflow_minimal.sol,TimeLock,TimeLock.withdraw() (smartbugs-dataset/arithmetic/timelock.sol#25-31) uses timestamp for comparisons,Low,SWC-ID: https://swcregistry.io/docs/SWC-116,"Developers should write smart contracts with the notion that block values are not precise, and the use of them can lead to unexpected effects. Alterna-tively, they may make use of oracles. refer to https://swcregistry.io/docs/SWC-116/ ",https://github.com/crytic/slither/wiki/Detector-Documentation#block-timestamp,0.8052921295166016,226.46217393875122
slither,smartbugs-dataset/arithmetic/integer_overflow_minimal.sol,Version,Version constraint ^0.4.0 contains known severe issues (https://solidity.readthedocs.io/en/latest/bugs.html),High,SWC-ID: https://swcregistry.io/docs/SWC-116,See description,No description provided,0.8052921295166016,226.46217393875122
slither,smartbugs-dataset/arithmetic/integer_overflow_minimal.sol,Token,"Token.transfer(address,uint256) (smartbugs-dataset/arithmetic/token.sol#18-25) contains a tautology or contradiction:",High,SWC-ID: https://swcregistry.io/docs/SWC-116,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#tautology-or-contradiction,0.8052921295166016,226.46217393875122
slither,smartbugs-dataset/arithmetic/integer_overflow_minimal.sol,Version,Version constraint ^0.4.18 contains known severe issues (https://solidity.readthedocs.io/en/latest/bugs.html),High,SWC-ID: https://swcregistry.io/docs/SWC-116,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#incorrect-versions-of-solidity,0.8052921295166016,226.46217393875122
slither,smartbugs-dataset/arithmetic/integer_overflow_minimal.sol,Parameter,"Parameter Token.transfer(address,uint256)._to (smartbugs-dataset/arithmetic/token.sol#18) is not in mixedCase",High,SWC-ID: https://swcregistry.io/docs/SWC-116,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#conformance-to-solidity-naming-conventions,0.8052921295166016,226.46217393875122
slither,smartbugs-dataset/arithmetic/integer_overflow_add.sol,TimeLock,TimeLock.withdraw() (smartbugs-dataset/arithmetic/timelock.sol#25-31) uses timestamp for comparisons,Low,SWC-ID: https://swcregistry.io/docs/SWC-116,"Developers should write smart contracts with the notion that block values are not precise, and the use of them can lead to unexpected effects. Alterna-tively, they may make use of oracles. refer to https://swcregistry.io/docs/SWC-116/ ",https://github.com/crytic/slither/wiki/Detector-Documentation#block-timestamp,0.7994511127471924,226.46217393875122
slither,smartbugs-dataset/arithmetic/integer_overflow_add.sol,Version,Version constraint ^0.4.0 contains known severe issues (https://solidity.readthedocs.io/en/latest/bugs.html),High,SWC-ID: https://swcregistry.io/docs/SWC-116,See description,No description provided,0.7994511127471924,226.46217393875122
slither,smartbugs-dataset/arithmetic/integer_overflow_add.sol,Token,"Token.transfer(address,uint256) (smartbugs-dataset/arithmetic/token.sol#18-25) contains a tautology or contradiction:",High,SWC-ID: https://swcregistry.io/docs/SWC-116,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#tautology-or-contradiction,0.7994511127471924,226.46217393875122
slither,smartbugs-dataset/arithmetic/integer_overflow_add.sol,Version,Version constraint ^0.4.18 contains known severe issues (https://solidity.readthedocs.io/en/latest/bugs.html),High,SWC-ID: https://swcregistry.io/docs/SWC-116,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#incorrect-versions-of-solidity,0.7994511127471924,226.46217393875122
slither,smartbugs-dataset/arithmetic/integer_overflow_add.sol,Parameter,"Parameter Token.transfer(address,uint256)._to (smartbugs-dataset/arithmetic/token.sol#18) is not in mixedCase",High,SWC-ID: https://swcregistry.io/docs/SWC-116,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#conformance-to-solidity-naming-conventions,0.7994511127471924,226.46217393875122
