filename,basename,toolid,toolmode,parser_version,runid,start,duration,exit_code,findings,infos,errors,fails
smartbugs-dataset/bad_randomness/blackjack.sol,blackjack.sol,mythril-0.24.7,solidity,2024/03/24,20240518_2036,1716064680.376207,49.06316804885864,0,{},{},{},{}
smartbugs-dataset/bad_randomness/etheraffle.sol,etheraffle.sol,mythril-0.24.7,solidity,2024/03/24,20240518_2036,1716064578.8359082,499.2668778896332,0,{},{},{},{}
smartbugs-dataset/bad_randomness/guess_the_random_number.sol,guess_the_random_number.sol,mythril-0.24.7,solidity,2024/03/24,20240518_2036,1716065078.1060128,23.52206015586853,1,{Unprotected_Ether_Withdrawal_SWC_105},{},{},{}
smartbugs-dataset/bad_randomness/lottery.sol,lottery.sol,mythril-0.24.7,solidity,2024/03/24,20240518_2036,1716064641.1073291,10.614067792892456,1,{Dependence_on_predictable_environment_variable_SWC_120},{},{},{}
smartbugs-dataset/bad_randomness/lucky_doubler.sol,lucky_doubler.sol,mythril-0.24.7,solidity,2024/03/24,20240518_2036,1716064578.11518,62.14155387878418,1,{Unchecked_return_value_from_external_call_SWC_104},{},{},{}
smartbugs-dataset/bad_randomness/old_blockhash.sol,old_blockhash.sol,mythril-0.24.7,solidity,2024/03/24,20240518_2036,1716064651.722732,28.652194023132324,1,"{Dependence_on_predictable_environment_variable_SWC_120,Integer_Arithmetic_Bugs_SWC_101,Unprotected_Ether_Withdrawal_SWC_105}",{},{},{}
smartbugs-dataset/bad_randomness/random_number_generator.sol,random_number_generator.sol,mythril-0.24.7,solidity,2024/03/24,20240518_2036,1716064730.870979,4.419811725616455,0,{},{},{},{}
smartbugs-dataset/bad_randomness/smart_billions.sol,smart_billions.sol,mythril-0.24.7,solidity,2024/03/24,20240518_2036,1716064737.816452,511.6492030620575,1,"{Dependence_on_predictable_environment_variable_SWC_120,Exception_State_SWC_110,Integer_Arithmetic_Bugs_SWC_101}",{},{},{}
smartbugs-dataset/bad_randomness/blackjack.sol,blackjack.sol,slither,solidity,2022/11/14,20240518_2036,1716064735.292247,0.8941140174865723,26,"{constable_states,deprecated_standards,external_function,naming_convention,solc_version}",{},{EXIT_CODE_26},{}
smartbugs-dataset/bad_randomness/etheraffle.sol,etheraffle.sol,slither,solidity,2022/11/14,20240518_2036,1716064640.258668,0.8469479084014893,13,"{calls_loop,external_function,naming_convention,solc_version}",{},{EXIT_CODE_13},{}
smartbugs-dataset/bad_randomness/guess_the_random_number.sol,guess_the_random_number.sol,slither,solidity,2022/11/14,20240518_2036,1716064577.303939,0.8393449783325195,8,"{arbitrary_send,deprecated_standards,external_function,incorrect_equality,naming_convention,solc_version}",{},{EXIT_CODE_8},{}
smartbugs-dataset/bad_randomness/lottery.sol,lottery.sol,slither,solidity,2022/11/14,20240518_2036,1716064577.303812,0.8095259666442871,12,"{deprecated_standards,external_function,incorrect_equality,naming_convention,solc_version}",{},{EXIT_CODE_12},{}
smartbugs-dataset/bad_randomness/lucky_doubler.sol,lucky_doubler.sol,slither,solidity,2022/11/14,20240518_2036,1716064730.107162,0.7622549533843994,14,"{deprecated_standards,external_function,naming_convention,solc_version}",{},{EXIT_CODE_14},{}
smartbugs-dataset/bad_randomness/old_blockhash.sol,old_blockhash.sol,slither,solidity,2022/11/14,20240518_2036,1716064578.14534,0.6890599727630615,3,"{external_function,naming_convention}",{},{EXIT_CODE_3},{}
smartbugs-dataset/bad_randomness/random_number_generator.sol,random_number_generator.sol,slither,solidity,2022/11/14,20240518_2036,1716064729.440684,0.6651439666748047,0,{},{},{},{}
smartbugs-dataset/bad_randomness/smart_billions.sol,smart_billions.sol,slither,solidity,2022/11/14,20240518_2036,1716064736.188065,1.6265878677368164,65,"{constable_states,deprecated_standards,erc20_interface,external_function,incorrect_equality,naming_convention,shadowing_local,solc_version}",{},{EXIT_CODE_65},{}
