filename,basename,toolid,toolmode,parser_version,runid,start,duration,exit_code,findings,infos,errors,fails
smartbugs-dataset/access_control/FibonacciBalance.sol,FibonacciBalance.sol,mythril-0.24.7,solidity,2024/03/24,20240517_1113,1715944545.647221,36.05802273750305,1,"{Delegatecall_to_user_supplied_address_SWC_112,Multiple_Calls_in_a_Single_Transaction_SWC_113,State_access_after_external_call_SWC_107,Transaction_Order_Dependence_SWC_114}",{},{},{}
smartbugs-dataset/access_control/arbitrary_location_write_simple.sol,arbitrary_location_write_simple.sol,mythril-0.24.7,solidity,2024/03/24,20240517_1113,1715944484.91788,22.35920214653015,1,"{Integer_Arithmetic_Bugs_SWC_101,Write_to_an_arbitrary_storage_location_SWC_124}",{},{},{}
smartbugs-dataset/access_control/incorrect_constructor_name1.sol,incorrect_constructor_name1.sol,mythril-0.24.7,solidity,2024/03/24,20240517_1113,1715944427.5416389,10.515833139419556,1,{Transaction_Order_Dependence_SWC_114},{},{},{}
smartbugs-dataset/access_control/incorrect_constructor_name2.sol,incorrect_constructor_name2.sol,mythril-0.24.7,solidity,2024/03/24,20240517_1113,1715944482.279587,9.914009809494019,1,{Transaction_Order_Dependence_SWC_114},{},{},{}
smartbugs-dataset/access_control/incorrect_constructor_name3.sol,incorrect_constructor_name3.sol,mythril-0.24.7,solidity,2024/03/24,20240517_1113,1715944710.758445,10.010066032409668,1,{Transaction_Order_Dependence_SWC_114},{},{},{}
smartbugs-dataset/access_control/mapping_write.sol,mapping_write.sol,mythril-0.24.7,solidity,2024/03/24,20240517_1113,1715944626.698591,16.751636028289795,1,"{Exception_State_SWC_110,Transaction_Order_Dependence_SWC_114,Write_to_an_arbitrary_storage_location_SWC_124}",{},{},{}
smartbugs-dataset/access_control/multiowned_vulnerable.sol,multiowned_vulnerable.sol,mythril-0.24.7,solidity,2024/03/24,20240517_1113,1715944510.082609,115.9436662197113,1,"{Transaction_Order_Dependence_SWC_114,Unprotected_Ether_Withdrawal_SWC_105}",{},{},{}
smartbugs-dataset/access_control/mycontract.sol,mycontract.sol,mythril-0.24.7,solidity,2024/03/24,20240517_1113,1715944468.778691,10.649250745773315,1,{Dependence_on_tx_origin_SWC_115},{},{},{}
smartbugs-dataset/access_control/parity_wallet_bug_1.sol,parity_wallet_bug_1.sol,mythril-0.24.7,solidity,2024/03/24,20240517_1113,1715944643.4516191,3.3846309185028076,0,{},{},{Solc experienced a fatal error},{}
smartbugs-dataset/access_control/parity_wallet_bug_2.sol,parity_wallet_bug_2.sol,mythril-0.24.7,solidity,2024/03/24,20240517_1113,1715944581.706579,494.00567603111267,1,{Exception_State_SWC_110},{},{},{}
smartbugs-dataset/access_control/phishable.sol,phishable.sol,mythril-0.24.7,solidity,2024/03/24,20240517_1113,1715944446.94424,21.170480012893677,1,"{Dependence_on_tx_origin_SWC_115,Transaction_Order_Dependence_SWC_114,Unprotected_Ether_Withdrawal_SWC_105}",{},{},{}
smartbugs-dataset/access_control/proxy.sol,proxy.sol,mythril-0.24.7,solidity,2024/03/24,20240517_1113,1715944427.156916,19.785998106002808,1,{Delegatecall_to_user_supplied_address_SWC_112},{},{},{}
smartbugs-dataset/access_control/rubixi.sol,rubixi.sol,mythril-0.24.7,solidity,2024/03/24,20240517_1113,1715944495.0435688,42.94168019294739,1,{Exception_State_SWC_110},{},{},{}
smartbugs-dataset/access_control/simple_suicide.sol,simple_suicide.sol,mythril-0.24.7,solidity,2024/03/24,20240517_1113,1715944479.4292831,4.6811888217926025,1,{Unprotected_Selfdestruct_SWC_106},{},{},{}
smartbugs-dataset/access_control/unprotected0.sol,unprotected0.sol,mythril-0.24.7,solidity,2024/03/24,20240517_1113,1715944537.9869728,6.960763216018677,0,{},{},{},{}
smartbugs-dataset/access_control/wallet_02_refund_nosub.sol,wallet_02_refund_nosub.sol,mythril-0.24.7,solidity,2024/03/24,20240517_1113,1715944646.837636,63.919240951538086,1,"{Exception_State_SWC_110,Transaction_Order_Dependence_SWC_114}",{},{},{}
smartbugs-dataset/access_control/wallet_03_wrong_constructor.sol,wallet_03_wrong_constructor.sol,mythril-0.24.7,solidity,2024/03/24,20240517_1113,1715944720.7699358,39.47823524475098,1,"{Exception_State_SWC_110,Transaction_Order_Dependence_SWC_114}",{},{},{}
