filename,basename,toolid,toolmode,parser_version,runid,start,duration,exit_code,findings,infos,errors,fails
smartbugs-dataset/unchecked_low_level_calls/0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e.sol,0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e.sol,mythril-0.24.7,solidity,2024/03/24,20240523_1648,1716489988.82252,5.292229890823364,0,{},{},{Solc experienced a fatal error},{}
smartbugs-dataset/unchecked_low_level_calls/0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9.sol,0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9.sol,mythril-0.24.7,solidity,2024/03/24,20240523_1648,1716491881.7787242,8.40978193283081,1,"{External_Call_To_User_Supplied_Address_SWC_107,Unchecked_return_value_from_external_call_SWC_104}",{},{},{}
smartbugs-dataset/unchecked_low_level_calls/0x19cf8481ea15427a98ba3cdd6d9e14690011ab10.sol,0x19cf8481ea15427a98ba3cdd6d9e14690011ab10.sol,mythril-0.24.7,solidity,2024/03/24,20240523_1648,1716486568.7606342,610.2747347354889,,{},{},{},{DOCKER_TIMEOUT}
smartbugs-dataset/unchecked_low_level_calls/0x2972d548497286d18e92b5fa1f8f9139e5653fd2.sol,0x2972d548497286d18e92b5fa1f8f9139e5653fd2.sol,mythril-0.24.7,solidity,2024/03/24,20240523_1648,1716488498.147454,105.49711203575134,1,"{Exception_State_SWC_110,External_Call_To_User_Supplied_Address_SWC_107,Multiple_Calls_in_a_Single_Transaction_SWC_113,Unchecked_return_value_from_external_call_SWC_104}",{},{},{}
smartbugs-dataset/unchecked_low_level_calls/0x39cfd754c85023648bf003bea2dd498c5612abfa.sol,0x39cfd754c85023648bf003bea2dd498c5612abfa.sol,mythril-0.24.7,solidity,2024/03/24,20240523_1648,1716493020.993119,312.482764005661,1,"{External_Call_To_User_Supplied_Address_SWC_107,Unchecked_return_value_from_external_call_SWC_104}",{},{},{}
smartbugs-dataset/unchecked_low_level_calls/0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01.sol,0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01.sol,mythril-0.24.7,solidity,2024/03/24,20240523_1648,1716488254.7754261,426.62790870666504,1,"{External_Call_To_User_Supplied_Address_SWC_107,Unchecked_return_value_from_external_call_SWC_104}",{},{},{}
smartbugs-dataset/unchecked_low_level_calls/0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859.sol,0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859.sol,mythril-0.24.7,solidity,2024/03/24,20240523_1648,1716492830.3682601,485.8258340358734,1,"{External_Call_To_User_Supplied_Address_SWC_107,Transaction_Order_Dependence_SWC_114,Unchecked_return_value_from_external_call_SWC_104,Unprotected_Ether_Withdrawal_SWC_105}",{},{},{}
smartbugs-dataset/unchecked_low_level_calls/0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2.sol,0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2.sol,mythril-0.24.7,solidity,2024/03/24,20240523_1648,1716487179.935928,486.8808000087738,1,"{External_Call_To_User_Supplied_Address_SWC_107,Multiple_Calls_in_a_Single_Transaction_SWC_113,Transaction_Order_Dependence_SWC_114,Unchecked_return_value_from_external_call_SWC_104}",{},{},{}
smartbugs-dataset/unchecked_low_level_calls/0x4051334adc52057aca763453820cb0e045076ef3.sol,0x4051334adc52057aca763453820cb0e045076ef3.sol,mythril-0.24.7,solidity,2024/03/24,20240523_1648,1716487860.911992,57.13023900985718,1,"{External_Call_To_User_Supplied_Address_SWC_107,Multiple_Calls_in_a_Single_Transaction_SWC_113,Unchecked_return_value_from_external_call_SWC_104}",{},{},{}
smartbugs-dataset/unchecked_low_level_calls/0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c.sol,0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c.sol,mythril-0.24.7,solidity,2024/03/24,20240523_1648,1716488241.2082481,11.78702998161316,0,{},{},{},{}
